BTC FULL CHAIN — REVERSE SOLVED FROM ZERO SPACE
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:54:47 UTC

METHOD: Start from zero space, reverse the axiom at each step
  Pentagon rotation: 72 deg = 530,887,154 nonces per difficulty adjustment
  Triangle rotation: 120 deg = 884,811,923 nonces per halvening
  Difficulty periods per halvening: 210000/2016 = 104.17
  Genesis nonce: 2083236893

STEP  BLOCK_HEIGHT  HALVENING  DIRECTION  NONCE_PRED      MIRROR          ROTATION_ACC
1398     2,818,368         13  FUTURE      2,626,283,108   1,692,830,108   3,751,921,081
1399     2,820,384         13  FUTURE      2,095,395,954   1,916,069,244   4,282,808,235
1400     2,822,400         13  FUTURE      1,564,508,800   2,156,019,805     518,728,093
1401     2,824,416         13  FUTURE      1,033,621,646   2,396,035,901   1,049,615,247
1402     2,826,432         13  FUTURE        502,734,492   2,619,275,037   1,580,502,401
1403     2,828,448         13  FUTURE      4,266,814,634   2,859,225,854   2,111,389,555
1404     2,830,464         13  FUTURE      3,735,927,480   3,099,241,950   2,642,276,709
1405     2,832,480         13  FUTURE      3,205,040,326   3,322,415,551   3,173,163,863
1406     2,834,496         13  FUTURE      2,674,153,172   3,562,431,647   3,704,051,017
1407     2,836,512         13  FUTURE      2,143,266,018   3,802,447,743   4,234,938,171
1408     2,838,528         13  FUTURE      1,612,378,864   4,042,398,304     470,858,029
1409     2,840,544         13  FUTURE      1,081,491,710   4,265,637,440   1,001,745,183
1410     2,842,560         13  FUTURE        550,604,556     210,751,776   1,532,632,337
1411     2,844,576         13  FUTURE         19,717,402     450,702,337   2,063,519,491
1412     2,846,592         13  FUTURE      3,783,797,544     673,941,729   2,594,406,645
1413     2,848,608         13  FUTURE      3,252,910,390     913,957,825   3,125,293,799
1414     2,850,624         13  FUTURE      2,722,023,236   1,153,908,386   3,656,180,953
1415     2,852,640         13  FUTURE      2,191,136,082   1,377,147,522   4,187,068,107
1416     2,854,656         13  FUTURE      1,660,248,928   1,617,163,618     422,987,965
1417     2,856,672         13  FUTURE      1,129,361,774   1,857,114,179     953,875,119
1418     2,858,688         13  FUTURE        598,474,620   2,097,130,275   1,484,762,273
1419     2,860,704         13  FUTURE         67,587,466   2,320,303,876   2,015,649,427
1420     2,862,720         13  FUTURE      3,831,667,608   2,560,320,228   2,546,536,581
1421     2,864,736         13  FUTURE      3,300,780,454   2,800,336,324   3,077,423,735
1422     2,866,752         13  FUTURE      2,769,893,300   3,023,509,925   3,608,310,889
1423     2,868,768         13  FUTURE      2,239,006,146   3,263,526,021   4,139,198,043
1424     2,870,784         13  FUTURE      1,708,118,992   3,503,542,117     375,117,901
1425     2,872,800         13  FUTURE      1,177,231,838   3,726,715,718     906,005,055
1426     2,874,816         13  FUTURE        646,344,684   3,966,731,814   1,436,892,209
1427     2,876,832         13  FUTURE        115,457,530   4,206,747,910   1,967,779,363
1428     2,878,848         13  FUTURE      3,879,537,672     135,020,007   2,498,666,517
1429     2,880,864         13  FUTURE      3,348,650,518     375,036,103   3,029,553,671
1430     2,882,880         13  FUTURE      2,817,763,364     615,052,199   3,560,440,825
1431     2,884,896         13  FUTURE      2,286,876,210     855,002,760   4,091,327,979
1432     2,886,912         13  FUTURE      1,755,989,056   1,078,241,896     327,247,837
1433     2,888,928         13  FUTURE      1,225,101,902   1,318,192,457     858,134,991
1434     2,890,944         13  FUTURE        694,214,748   1,558,208,553   1,389,022,145
1435     2,892,960         13  FUTURE        163,327,594   1,781,447,689   1,919,909,299
1436     2,894,976         13  FUTURE      3,927,407,736   2,021,398,506   2,450,796,453
1437     2,896,992         13  FUTURE      3,396,520,582   2,261,414,602   2,981,683,607
1438     2,899,008         13  FUTURE      2,865,633,428   2,484,653,738   3,512,570,761
1439     2,901,024         13  FUTURE      2,334,746,274   2,724,604,299   4,043,457,915
1440     2,903,040         13  FUTURE      1,803,859,120   2,964,620,395     279,377,773
1441     2,905,056         13  FUTURE      1,272,971,966   3,187,859,531     810,264,927
1442     2,907,072         13  FUTURE        742,084,812   3,427,810,092   1,341,152,081
1443     2,909,088         13  FUTURE        211,197,658   3,667,826,188   1,872,039,235
1444     2,911,104         13  FUTURE      3,975,277,800   3,907,842,540   2,402,926,389
1445     2,913,120         13  FUTURE      3,444,390,646   4,131,016,141   2,933,813,543
1446     2,915,136         13  FUTURE      2,913,503,492      76,130,477   3,464,700,697
1447     2,917,152         13  FUTURE      2,382,616,338     316,081,038   3,995,587,851
1448     2,919,168         13  FUTURE      1,851,729,184     539,320,174     231,507,709
1449     2,921,184         13  FUTURE      1,320,842,030     779,336,270     762,394,863
1450     2,923,200         13  FUTURE        789,954,876   1,019,286,831   1,293,282,017
1451     2,925,216         13  FUTURE        259,067,722   1,242,525,967   1,824,169,171
1452     2,927,232         13  FUTURE      4,023,147,864   1,482,542,319   2,355,056,325
1453     2,929,248         13  FUTURE      3,492,260,710   1,722,492,880   2,885,943,479
1454     2,931,264         13  FUTURE      2,961,373,556   1,962,508,976   3,416,830,633
1455     2,933,280         13  FUTURE      2,430,486,402   2,185,748,112   3,947,717,787
1456     2,935,296         13  FUTURE      1,899,599,248   2,425,698,673     183,637,645
1457     2,937,312         13  FUTURE      1,368,712,094   2,665,714,769     714,524,799
1458     2,939,328         13  FUTURE        837,824,940   2,888,953,905   1,245,411,953
1459     2,941,344         14  FUTURE      4,247,980,313     420,033,533   2,130,223,876
1460     2,943,360         14  FUTURE      3,717,093,159     660,049,629   2,661,111,030
1461     2,945,376         14  FUTURE      3,186,206,005     900,065,725   3,191,998,184
1462     2,947,392         14  FUTURE      2,655,318,851   1,140,016,286   3,722,885,338
1463     2,949,408         14  FUTURE      2,124,431,697   1,363,255,422   4,253,772,492
1464     2,951,424         14  FUTURE      1,593,544,543   1,603,271,518     489,692,350
1465     2,953,440         14  FUTURE      1,062,657,389   1,843,222,079   1,020,579,504
1466     2,955,456         14  FUTURE        531,770,235   2,066,461,215   1,551,466,658
1467     2,957,472         14  FUTURE            883,081   2,306,411,776   2,082,353,812
1468     2,959,488         14  FUTURE      3,764,963,223   2,546,428,128   2,613,240,966
1469     2,961,504         14  FUTURE      3,234,076,069   2,769,667,264   3,144,128,120
1470     2,963,520         14  FUTURE      2,703,188,915   3,009,617,825   3,675,015,274
1471     2,965,536         14  FUTURE      2,172,301,761   3,249,633,921   4,205,902,428
1472     2,967,552         14  FUTURE      1,641,414,607   3,489,650,017     441,822,286
1473     2,969,568         14  FUTURE      1,110,527,453   3,712,823,618     972,709,440
1474     2,971,584         14  FUTURE        579,640,299   3,952,839,714   1,503,596,594
1475     2,973,600         14  FUTURE         48,753,145   4,192,855,810   2,034,483,748
1476     2,975,616         14  FUTURE      3,812,833,287     121,127,907   2,565,370,902
1477     2,977,632         14  FUTURE      3,281,946,133     361,144,003   3,096,258,056
1478     2,979,648         14  FUTURE      2,751,058,979     601,160,099   3,627,145,210
1479     2,981,664         14  FUTURE      2,220,171,825     824,333,700   4,158,032,364
1480     2,983,680         14  FUTURE      1,689,284,671   1,064,349,796     393,952,222
1481     2,985,696         14  FUTURE      1,158,397,517   1,304,300,357     924,839,376
1482     2,987,712         14  FUTURE        627,510,363   1,527,539,493   1,455,726,530
1483     2,989,728         14  FUTURE         96,623,209   1,767,555,589   1,986,613,684
1484     2,991,744         14  FUTURE      3,860,703,351   2,007,506,406   2,517,500,838
1485     2,993,760         14  FUTURE      3,329,816,197   2,247,522,502   3,048,387,992
1486     2,995,776         14  FUTURE      2,798,929,043   2,470,761,638   3,579,275,146
1487     2,997,792         14  FUTURE      2,268,041,889   2,710,712,199   4,110,162,300
1488     2,999,808         14  FUTURE      1,737,154,735   2,950,728,295     346,082,158
1489     3,001,824         14  FUTURE      1,206,267,581   3,173,967,431     876,969,312
1490     3,003,840         14  FUTURE        675,380,427   3,413,917,992   1,407,856,466
1491     3,005,856         14  FUTURE        144,493,273   3,653,934,088   1,938,743,620
1492     3,007,872         14  FUTURE      3,908,573,415   3,877,173,480   2,469,630,774
1493     3,009,888         14  FUTURE      3,377,686,261   4,117,124,041   3,000,517,928
1494     3,011,904         14  FUTURE      2,846,799,107      62,238,377   3,531,405,082
1495     3,013,920         14  FUTURE      2,315,911,953     285,411,978   4,062,292,236
1496     3,015,936         14  FUTURE      1,785,024,799     525,428,074     298,212,094
1497     3,017,952         14  FUTURE      1,254,137,645     765,444,170     829,099,248
1498     3,019,968         14  FUTURE        723,250,491   1,005,394,731   1,359,986,402
1499     3,021,984         14  FUTURE        192,363,337   1,228,633,867   1,890,873,556
1500     3,024,000         14  FUTURE      3,956,443,479   1,468,650,219   2,421,760,710
1501     3,026,016         14  FUTURE      3,425,556,325   1,708,600,780   2,952,647,864
1502     3,028,032         14  FUTURE      2,894,669,171   1,931,839,916   3,483,535,018
1503     3,030,048         14  FUTURE      2,363,782,017   2,171,856,012   4,014,422,172
1504     3,032,064         14  FUTURE      1,832,894,863   2,411,806,573     250,342,030
1505     3,034,080         14  FUTURE      1,302,007,709   2,635,045,709     781,229,184
1506     3,036,096         14  FUTURE        771,120,555   2,875,061,805   1,312,116,338
1507     3,038,112         14  FUTURE        240,233,401   3,115,012,366   1,843,003,492
1508     3,040,128         14  FUTURE      4,004,313,543   3,355,028,718   2,373,890,646
1509     3,042,144         14  FUTURE      3,473,426,389   3,578,202,319   2,904,777,800
1510     3,044,160         14  FUTURE      2,942,539,235   3,818,218,415   3,435,664,954
1511     3,046,176         14  FUTURE      2,411,652,081   4,058,234,511   3,966,552,108
1512     3,048,192         14  FUTURE      1,880,764,927   4,281,408,112     202,471,966
1513     3,050,208         14  FUTURE      1,349,877,773     226,522,448     733,359,120
1514     3,052,224         14  FUTURE        818,990,619     466,538,544   1,264,246,274
1515     3,054,240         14  FUTURE        288,103,465     689,712,145   1,795,133,428
1516     3,056,256         14  FUTURE      4,052,183,607     929,728,497   2,326,020,582
1517     3,058,272         14  FUTURE      3,521,296,453   1,169,744,593   2,856,907,736
1518     3,060,288         14  FUTURE      2,990,409,299   1,392,918,194   3,387,794,890
1519     3,062,304         14  FUTURE      2,459,522,145   1,632,934,290   3,918,682,044
1520     3,064,320         14  FUTURE      1,928,634,991   1,872,950,386     154,601,902
1521     3,066,336         14  FUTURE      1,397,747,837   2,112,900,947     685,489,056
1522     3,068,352         14  FUTURE        866,860,683   2,336,140,083   1,216,376,210
1523     3,070,368         14  FUTURE        335,973,529   2,576,090,644   1,747,263,364
1524     3,072,384         14  FUTURE      4,100,053,671   2,816,106,996   2,278,150,518
1525     3,074,400         14  FUTURE      3,569,166,517   3,039,346,132   2,809,037,672
1526     3,076,416         14  FUTURE      3,038,279,363   3,279,296,693   3,339,924,826
1527     3,078,432         14  FUTURE      2,507,392,209   3,519,312,789   3,870,811,980
1528     3,080,448         14  FUTURE      1,976,505,055   3,742,551,925     106,731,838
1529     3,082,464         14  FUTURE      1,445,617,901   3,982,502,486     637,618,992
1530     3,084,480         14  FUTURE        914,730,747   4,222,518,582   1,168,506,146
1531     3,086,496         14  FUTURE        383,843,593     167,632,918   1,699,393,300
1532     3,088,512         14  FUTURE      4,147,923,735     390,806,775   2,230,280,454
1533     3,090,528         14  FUTURE      3,617,036,581     630,822,871   2,761,167,608
1534     3,092,544         14  FUTURE      3,086,149,427     870,838,967   3,292,054,762
1535     3,094,560         14  FUTURE      2,555,262,273   1,094,012,568   3,822,941,916
1536     3,096,576         14  FUTURE      2,024,375,119   1,334,028,664      58,861,774
1537     3,098,592         14  FUTURE      1,493,487,965   1,573,979,225     589,748,928
1538     3,100,608         14  FUTURE        962,600,811   1,797,218,361   1,120,636,082
1539     3,102,624         14  FUTURE        431,713,657   2,037,234,457   1,651,523,236
1540     3,104,640         14  FUTURE      4,195,793,799   2,277,185,274   2,182,410,390
1541     3,106,656         14  FUTURE      3,664,906,645   2,500,424,410   2,713,297,544
1542     3,108,672         14  FUTURE      3,134,019,491   2,740,440,506   3,244,184,698
1543     3,110,688         14  FUTURE      2,603,132,337   2,980,391,067   3,775,071,852
1544     3,112,704         14  FUTURE      2,072,245,183   3,220,407,163      10,991,710
1545     3,114,720         14  FUTURE      1,541,358,029   3,443,646,299     541,878,864
1546     3,116,736         14  FUTURE      1,010,470,875   3,683,596,860   1,072,766,018
1547     3,118,752         14  FUTURE        479,583,721   3,923,612,956   1,603,653,172
1548     3,120,768         14  FUTURE      4,243,663,863   4,146,852,348   2,134,540,326
1549     3,122,784         14  FUTURE      3,712,776,709      91,901,149   2,665,427,480
1550     3,124,800         14  FUTURE      3,181,889,555     331,917,245   3,196,314,634
1551     3,126,816         14  FUTURE      2,651,002,401     555,090,846   3,727,201,788
1552     3,128,832         14  FUTURE      2,120,115,247     795,106,942   4,258,088,942
1553     3,130,848         14  FUTURE      1,589,228,093   1,035,123,038     494,008,800
1554     3,132,864         14  FUTURE      1,058,340,939   1,258,296,639   1,024,895,954
1555     3,134,880         14  FUTURE        527,453,785   1,498,312,735   1,555,783,108
1556     3,136,896         14  FUTURE      4,291,533,927   1,738,329,087   2,086,670,262
1557     3,138,912         14  FUTURE      3,760,646,773   1,978,279,648   2,617,557,416
